#systematic_name	standard_name	synonyms
PA0006	yaeD	PA14_00070
PA4655	hemH	PA14_61580 visA
PA4656		PA14_61590
PA4657		PA14_61600
PA4658		PA14_61610
PA4659		PA14_61620
PA4660	phr	PA14_61640
PA4661	pagL	PA14_61650
PA4662	murI	PA14_61660
PA4663	moeB	PA14_61670 chlN
PA4664	prmC	PA14_61680 hemK
PA4665	prfA	PA14_61700 rf1
PA4666	hemA	PA14_61710 glutR hem1
PA4667		PA14_61720
PA4668	lolB	PA14_61740
PA4669	ipk	PA14_61750 ychB
PA4669.1		
PA4670	prs	PA14_61770 prsA
PA4673.1		
PA4674.1	higB	
PA4675	chtA	PA14_61850 iutA optH
PA4677		PA14_61870
PA4678	rimI	PA14_61880
PA4679		PA14_61890
PA4680		PA14_61910
PA4681		PA14_61920
PA4682		PA14_61940
PA4683		PA14_61950
PA4684		PA14_61960
PA4685		PA14_61980
PA4686		PA14_61990
PA4687	hitA	PA14_62000
PA4688	hitB	PA14_62010
PA4689		PA14_62020
PA4690.1		
PA4690.2		
PA4690.3		
PA4690.4		
PA4690.5		
PA4691		PA14_62100
PA4692		PA14_62110
PA4693	pssA	PA14_62120
PA4694	ilvC	PA14_62130
PA4695	ilvH	PA14_62150
PA4696	ilvI	PA14_62160
PA4697		PA14_62170
PA4699		PA14_62190
PA4700	mrcB	PA14_62200 pbpF ponB
PA4701		PA14_62230
PA4702		PA14_62240
PA4703		PA14_62250
PA4704	cbpA	PA14_62260
PA4704.3	prrH	
PA4704.1	prrF1	
PA4704.2	prrF2	
PA4705	phuW	PA14_62270
PA4706	phuV	PA14_62280
PA4707	phuU	PA14_62290
PA4708	phuT	PA14_62300
PA4709	phuS	PA14_62330
PA4710	phuR	PA14_62350
PA4711		PA14_62360
PA4712		PA14_62370
PA4713		PA14_62380
PA4714		PA14_62390
PA4716		PA14_62410
PA4717		PA14_62420
PA4718		PA14_62430
PA4719		PA14_62440
PA4720	trmA	PA14_62450
PA4722		PA14_62480
PA4723	dksA	PA14_62490
PA4724.1		PA14_62520
PA4725	cbrA	PA14_62530
PA4726	cbrB	PA14_62540
PA4726.1	P36	
PA4726.11	crcZ	
PA4726.2	P30	
PA4727	pcnB	PA14_62560
PA4728	folK	PA14_62570
PA4729	panB	PA14_62580
PA4730	panC	PA14_62590
PA4731	panD	PA14_62600
PA4732	pgi	PA14_62620
PA4733	acsB	PA14_62630
PA4734		PA14_62640
PA4735		PA14_62650
PA4736		PA14_62660
PA4737		PA14_62670
PA4739		PA14_62690
PA4740	pnp	PA14_62710
PA4741	rpsO	PA14_62720
PA4742	truB	PA14_62730
PA4743	rbfA	PA14_62740
PA4744	infB	PA14_62760
PA4745	nusA	PA14_62770
PA4746.1		
PA4746.2		
PA4747	secG	PA14_62810
PA4748	tpiA	PA14_62830 tpi
PA4749	glmM	PA14_62840 mrsA yhbF
PA4750	folP	PA14_62850 dhpS
PA4751	ftsH	PA14_62860 hflB mrsC tolZ
PA4752	ftsJ	PA14_62870
PA4754		PA14_62890
PA4755	greA	PA14_62900
PA4756	carB	PA14_62910
PA4758	carA	PA14_62930
PA4758.1	P32	
PA4759	dapB	PA14_62940
PA4760	dnaJ	PA14_62960
PA4761	dnaK	PA14_62970
PA4762	grpE	PA14_62990
PA4763	recN	PA14_63010
PA4764	fur	PA14_63020
PA4765	omlA	PA14_63030 oprX
PA4768	smpB	PA14_63060
PA4770	lldP	PA14_63080 lctP
PA4771	lldD	PA14_63090 lctD
PA4772		PA14_63100
PA4773	speD2	PA14_63110
PA4774	speE2	PA14_63120
PA4775		PA14_63130
PA4776	pmrA	PA14_63150
PA4777	pmrB	PA14_63160
PA4778	cueR	PA14_63170 ybbI
PA4779		PA14_63190
PA4780		PA14_63200
PA4781		PA14_63210
PA4782		PA14_63220
PA4784		PA14_63240
PA4785		PA14_63250
PA4786		PA14_63270
PA4787		PA14_63280
PA4788		PA14_63290
PA4789		PA14_63300
PA4791		PA14_63320
PA4792		PA14_63330
PA4793		PA14_63340
PA4794		PA14_63350
PA4795		PA14_63360
PA4796		PA14_63370
PA4797		
PA4798		PA14_63380
PA4799		PA14_63390
PA4800		PA14_63410
PA4801		PA14_63430
PA4802		
PA4802.1		
PA4803		PA14_63470
PA4804		PA14_63480
PA4805		PA14_63500
PA4806		PA14_63520
PA4807	selB	PA14_63530
PA4808	selA	PA14_63540 fdhA
PA4809	fdhE	PA14_63550
PA4810	fdnI	PA14_63570 fdhI
PA4811	fdnH	PA14_63580 fdhH
PA4812	fdnG	fdhG
PA4813	lipC	PA14_63620
PA4814	fadH2	PA14_63640
PA4815		PA14_63650
PA4816		PA14_63660
PA4817		PA14_63680
PA4818		PA14_63700
PA4819		PA14_63710
PA4820		PA14_63720
PA4822		PA14_63750
PA4823		PA14_63770
PA4824		PA14_63780
PA4825	mgtA	PA14_63800
PA4826		PA14_63820
PA4828		PA14_63840
PA4829	lpd3	PA14_63850
PA4830		PA14_63860
PA4831		PA14_63880
PA4832		PA14_63890
PA4833		PA14_63900
PA4834	cntI	PA14_63910 zrmD
PA4835	cntM	PA14_63920 zrmC
PA4838		PA14_63970
PA4839	speA	PA14_63990
PA4841		PA14_64010
PA4842		PA14_64030
PA4843	gcbA	PA14_64050 adcA
PA4844	ctpL	PA14_64060
PA4845	dipZ	PA14_64080 cycZ dsbD
PA4846	aroQ1	PA14_64090 aroD1
PA4847	accB	PA14_64100 fabE
PA4848	accC	PA14_64110
PA4849		PA14_64120
PA4850	prmA	PA14_64140
PA4851		PA14_64170
PA4853	fis	PA14_64190
PA4854	purH	PA14_64200
PA4855	purD	PA14_64220
PA4856	retS	PA14_64230 rtsM
PA4857	tspR	PA14_64240
PA4858		PA14_64270
PA4859		PA14_64280
PA4860		PA14_64290
PA4861		PA14_64300
PA4862		PA14_64310
PA4863		PA14_64320
PA4864	ureD	PA14_64335
PA4865	ureA	PA14_64350
PA4866		PA14_64360
PA4867	ureB	PA14_64370
PA4868	ureC	PA14_64390
PA4869		PA14_64400
PA4871		PA14_64420
PA4872		PA14_64440
PA4873		PA14_64450
PA4875		PA14_64470
PA4876	osmE	PA14_64480
PA4877		PA14_64490
PA4878	brlR	PA14_64500
PA4880		PA14_64520
PA4881		PA14_64530
PA4882		PA14_64540
PA4883		PA14_64550
PA4884		PA14_64560
PA4885	irlR	PA14_64570
PA4886		PA14_64580
PA4887		PA14_64590
PA4888	desB	PA14_64610
PA4889		PA14_64620
PA4890	desT	PA14_64640 yijC
PA4891	ureE	PA14_64650
PA4892	ureF	PA14_64660
PA4893	ureG	PA14_64670
PA4894		PA14_64680
PA4895		PA14_64690
PA4896		PA14_64700
PA4898	opdK	PA14_64720
PA4899		PA14_64740
PA4900		PA14_64750
PA4901	mdlC	PA14_64770
PA4902		PA14_64780
PA4904	vanA	PA14_64800
PA4905	vanB	PA14_64810
PA4908		PA14_64850
PA4909		PA14_64860
PA4910		PA14_64870
PA4911		PA14_64880
PA4912		PA14_64890
PA4913		PA14_64900
PA4914	amaR	PA14_64910
PA4915		PA14_64920
PA4916	nrtR	PA14_64930
PA4917	nadD2	PA14_64940
PA4918	pcnA	PA14_64950
PA4919	pncB1	PA14_64960
PA4920	nadE	PA14_64980
PA4921	choE	PA14_64990 achE
PA4922	azu	PA14_65000
PA4923		PA14_65010
PA4924		PA14_65030
PA4925		PA14_65040
PA4926		PA14_65050
PA4927		PA14_65060
PA4929		PA14_65090
PA4930	alr	PA14_65110
PA4931	dnaB	PA14_65130
PA4932	rplI	PA14_65150
PA4933		PA14_65160
PA4934	rpsR	PA14_65170
PA4935	rpsF	PA14_65180
PA4937	rnr	PA14_65200 vacB
PA4937.1		
PA4937.2		
PA4938	purA	PA14_65230
PA4941	hflC	PA14_65270
PA4942	hflK	PA14_65280
PA4944	hfq	PA14_65310
PA4945	miaA	PA14_65320
PA4946	mutL	PA14_65350
PA4947	amiB	PA14_65370
PA4951	orn	PA14_65410
PA4953	motB	PA14_65430 rpmB
PA4954	motA	PA14_65450 rpmA
PA4955		PA14_65470
PA4956	rhdA	PA14_65480
PA4957	psd	PA14_65500
PA4958	fimW	PA14_65520
PA4959	fimX	PA14_65540
PA4961		PA14_65570
PA4963		PA14_65590
PA4964	parC	PA14_65605
PA4965		PA14_65630
PA4966		PA14_65640
PA4967	parE	PA14_65660
PA4969	cpdA	PA14_65690 icc
PA4971	aspP	PA14_65710 yqiE
PA4972		PA14_65720
PA4973	thiC	PA14_65740
PA4975		PA14_65760
PA4976	aruH	PA14_65770
PA4977	aruI	PA14_65795
PA4978		PA14_65810
PA4979		PA14_65820
PA4980		PA14_65840
PA4981	lysP	PA14_65850
PA4982		PA14_65860
PA4984		PA14_65900
PA4985		PA14_65920
PA4986		PA14_65940
PA4987		PA14_65950
PA4988	waaA	PA14_65960 kdtA
PA4989		PA14_65970
PA4990		PA14_65990
PA4991		PA14_66000
PA4992		PA14_66010
PA4993		PA14_66020
PA4994		PA14_66040
PA4995		PA14_66050
PA4996	rfaE	PA14_66060
PA4997	msbA	PA14_66080
PA4998		PA14_66090
PA4999	waaL	PA14_66100
PA5000	wapR	PA14_66110
PA5001	ssg	PA14_66120
PA5002	dnpA	PA14_66140
PA5003		PA14_66150
PA5004	wapH	PA14_66160
PA5005		PA14_66170
PA5006		PA14_66190
PA5007	wapG	PA14_66200 inaA waaQ wapQ
PA5008	wapP	PA14_66210 waaP waaX
PA5009	waaP	PA14_66220 rfaP
PA5010	waaG	PA14_66230 rfaG
PA5011	waaC	PA14_66240 rfaC
PA5012	waaF	PA14_66250 rfaF
PA5013	ilvE	PA14_66260
PA5014	glnE	PA14_66270
PA5015	aceE	PA14_66290 aceA
PA5016	aceF	PA14_66310 aceB
PA5017	dipA	PA14_66320
PA5018	msrA	PA14_66330 pmsR
PA5020		PA14_66350
PA5021		PA14_66380
PA5025	metY	PA14_66440
PA5026		PA14_66450
PA5027		PA14_66460
PA5028		PA14_66480
PA5031		PA14_66520
PA5032		PA14_66530
PA5033		PA14_66540
PA5034	hemE	PA14_66550
PA5035	gltD	PA14_66560 aspB
PA5036	gltB	PA14_66570 aspB
PA5037		PA14_66580
PA5038	aroB	PA14_66600
PA5039	aroK	PA14_66610
PA5040	pilQ	PA14_66620
PA5041	pilP	PA14_66630
PA5042	pilO	PA14_66640
PA5043	pilN	PA14_66650
PA5044	pilM	PA14_66660
PA5045	ponA	PA14_66670 mrcA
PA5046		PA14_66680
PA5047		PA14_66690
PA5048		PA14_66700
PA5049	rpmE	PA14_66710
PA5050	priA	PA14_66720
PA5051	argS	PA14_66750
PA5052		PA14_66760
PA5053	hslV	PA14_66770
PA5054	hslU	PA14_66790
PA5055		PA14_66800
PA5056	phaC1	PA14_66820 phaA
PA5057	phaD	PA14_66830 phaB
PA5058	phaC2	PA14_66840 phaC
PA5060	phaF	
PA5062		PA14_66890
PA5063	ubiE	PA14_66900
PA5064		PA14_66910
PA5065	ubiB	PA14_66920 aarF yigR
PA5066	hisI	PA14_66940
PA5067	hisE	PA14_66950
PA5068	tatA	PA14_66960 mttA yigT
PA5069	tatB	PA14_66970 mttA yigT
PA5070	tatC	PA14_66980 mttB yigU
PA5071		PA14_66990
PA5072	mcpK	PA14_67010
PA5073		PA14_67020
PA5074		PA14_67030
PA5075		PA14_67040
PA5076		PA14_67050
PA5077	opgH	PA14_67065 mdoH
PA5078	opgG	PA14_67090 mdoG
PA5081		PA14_67120
PA5082	dguC	PA14_67130
PA5083	dguB	PA14_67140
PA5084	dguA	PA14_67150
PA5085	dguR	PA14_67170
PA5086	tli5b1	
PA5087	tli5b2	PA14_67200
PA5088	tli5b3	PA14_67190
PA5089	tle5b	PA14_67220 pldB
PA5090	vgrG5	PA14_67230
PA5091	hutG	PA14_67240
PA5092	hutI	PA14_67250
PA5093		PA14_67260
PA5094		PA14_67270
PA5095		PA14_67280
PA5096		PA14_67300
PA5098	hutH	PA14_67320
PA5099		PA14_67340
PA5100	hutU	PA14_67350
PA5101		PA14_67370
PA5102		PA14_67380
PA5103	puuR	PA14_67400
PA5104		PA14_67410
PA5105	hutC	PA14_67420
PA5106		PA14_67440
PA5107	blc	PA14_67450
PA5108		PA14_67460
PA5109		PA14_67470
PA5110	fbp	PA14_67490 cbbF cfxF
PA5111	gloA3	PA14_67500 glo1
PA5112	estA	PA14_67510
PA5113		PA14_67520
PA5114		PA14_67530
PA5115		PA14_67540
PA5116		PA14_67550
PA5117	typA	PA14_67560 bipA
PA5118	thiI	PA14_67580 yajK
PA5119	glnA	PA14_67600
PA5120		PA14_67620
PA5121		PA14_67630
PA5122		PA14_67640
PA5123		PA14_67650
PA5124	ntrB	PA14_67670
PA5125	ntrC	PA14_67680
PA5125.1	nrsZ	
PA5126		PA14_67700
PA5128	secB	PA14_67720
PA5129	grxC	PA14_67740 grx
PA5131	pgm	PA14_67770 yibO
PA5132		PA14_67780
PA5134	ctpA	PA14_67810
PA5136		PA14_67830
PA5137		PA14_67840
PA5138		PA14_67850
PA5139		PA14_67860
PA5140	hisF1	PA14_67880
PA5141	hisA	PA14_67890
PA5142	hisH1	PA14_67920
PA5143	hisB	PA14_67930
PA5144		PA14_67940
PA5145		PA14_67970
PA5146		PA14_67975
PA5147	mutY	PA14_67990 micA mutM
PA5149.1		
PA5150		PA14_68040
PA5151		PA14_68050
PA5152		PA14_68060
PA5153		PA14_68070
PA5154		PA14_68080
PA5155		PA14_68090
PA5156		PA14_68100
PA5160.1		
PA5161	rmlB	PA14_68170
PA5162	rmlD	PA14_68190 rfbD
PA5163	rmlA	PA14_68200 rfbA
PA5164	rmlC	PA14_68210 rfbC
PA5165	dctB	PA14_68230
PA5166	dctD	PA14_68250
PA5167	dctP	PA14_68260
PA5168	dctQ	PA14_68280
PA5169	dctM	PA14_68290
PA5170	arcD	PA14_68300
PA5171	arcA	PA14_68330
PA5172	arcB	PA14_68340
PA5173	arcC	PA14_68350
PA5174	fabY	PA14_68360
PA5175	cysQ	PA14_68370
PA5178		PA14_68400
PA5179		PA14_68420
PA5181		PA14_68440
PA5181.1	P34	
PA5182		PA14_68450
PA5183		PA14_68460
PA5183.01	phrX	
PA5183.1	rsmN	PA14_68470
PA5184		PA14_68480
PA5185		PA14_68490
PA5186		PA14_68500
PA5187		PA14_68510
PA5188		PA14_68530
PA5189		PA14_68550
PA5190		PA14_68560
PA5191		PA14_68570
PA5192	pckA	PA14_68580
PA5193	yrfI	PA14_68610
PA5194		PA14_68620
PA5196		PA14_68640
PA5197	rimK	PA14_68660
PA5199	amgS	PA14_68680
PA5200	amgR	PA14_68700
PA5202		PA14_68720
PA5203	gshA	PA14_68730
PA5204	argA	PA14_68740
PA5204.1	phrY	
PA5206	argE	PA14_68770
PA5207		PA14_68780
PA5208		PA14_68800
PA5209		PA14_68810
PA5212		PA14_68840
PA5213	gcvP1	PA14_68850
PA5214	gcvH1	PA14_68860
PA5215	gcvT1	PA14_68870
PA5216		PA14_68890
PA5217		PA14_68900
PA5218		PA14_68920
PA5219		PA14_68930
PA5220		PA14_68940
PA5222		PA14_68970
PA5223	ubiH	PA14_68980 visB
PA5224	pepP	PA14_69000
PA5225		PA14_69010
PA5226		PA14_69020
PA5227.1	ssrS	
PA5229		PA14_69050
PA5233		PA14_69100
PA5234		PA14_69110
PA5235	glpT	PA14_69130
PA5238		PA14_69170
PA5239	rho	PA14_69190
PA5240	trxA	PA14_69200
PA5241	ppx	PA14_69220 gppA
PA5242	ppk	PA14_69230
PA5243	hemB	PA14_69240
PA5248		PA14_69300
PA5249		PA14_69310
PA5250		PA14_69320
PA5251		PA14_69330
PA5253	algP	algR3
PA5255	algQ	PA14_69390 algR2
PA5256	dsbH	PA14_69400 dsbB
PA5259	hemD	PA14_69440
PA5260	hemC	PA14_69450 popE
PA5261	algR	PA14_69470
PA5262	fimS	PA14_69480
PA5263	argH	PA14_69500
PA5264		
PA5265		
PA5266	vgrG6	PA14_69550
PA5267	hcpB	PA14_03240 PA14_43070 PA14_69560
PA5268	corA	PA14_69570
PA5269		PA14_69580
PA5270		PA14_69590
PA5271		PA14_69600
PA5272	cyaA	PA14_69610
PA5273		PA14_69620
PA5274	rnk	PA14_69630
PA5276	lppL	PA14_69660
PA5277	lysA	PA14_69670
PA5278	dapF	PA14_69690
PA5279		PA14_69700
PA5280	sss	PA14_69710 xerC
PA5282		PA14_69740
PA5283		PA14_69750
PA5284		PA14_69760
PA5285	sutA	PA14_69770
PA5287	amtB	PA14_69795
PA5288	glnK	PA14_69810
PA5289		PA14_69820
PA5291	betT2	PA14_69850
PA5292	pchP	PA14_69870 pcP
PA5293		PA14_69880
PA5294		PA14_69890
PA5295		PA14_69900
PA5296	rep	PA14_69910
PA5297	poxB	PA14_69925
PA5299		PA14_69950
PA5300	cycB	PA14_69970
PA5301	pauR	PA14_69980 ycjC
PA5302	dadX	PA14_69990 alr2
PA5303		PA14_70010
PA5304	dadA	PA14_70040
PA5307		PA14_70070
PA5309	pauB4	PA14_70100
PA5311		PA14_70120
PA5312	pauC	PA14_70140 kauB
PA5313	gabT2	PA14_70160 paaT
PA5314		PA14_70170
PA5315	rpmG	PA14_70180
PA5316	rpmB	PA14_70190
PA5316.1		
PA5317	dppA5	PA14_70200
PA5318		PA14_70220
PA5319	radC	PA14_70230
PA5320	coaC	PA14_70240 coaB coaBC dfp
PA5321	dut	PA14_70260
PA5322	algC	PA14_70270 pmm
PA5323	argB	PA14_70280
PA5324	sphR	PA14_70290
PA5325	sphA	PA14_70300
PA5326	sphD	PA14_70310
PA5327	sphC	PA14_70330
PA5328	sphB	PA14_70340
PA5329		PA14_70350
PA5330		PA14_70360
PA5331	pyrE	PA14_70370
PA5332	crc	PA14_70390
PA5333		PA14_70400
PA5334	rph	PA14_70420
PA5336	gmk	PA14_70440
PA5337	rpoZ	PA14_70450
PA5338	spoT	PA14_70470
PA5339		PA14_70480
PA5340		PA14_70490
PA5341		PA14_70510
PA5342		PA14_70530
PA5343		PA14_70550
PA5344	oxyR	PA14_70560
PA5345	recG	PA14_70570
PA5346	sadB	PA14_70580
PA5347		PA14_70590
PA5348		PA14_70600
PA5349	rubB	PA14_70620
PA5350	rubA2	PA14_70630
PA5351	rubA1	PA14_70640
PA5353	glcF	PA14_70670
PA5354	glcE	PA14_70680
PA5355	glcD	PA14_70690
PA5356	glcC	PA14_70710
PA5358	ubiA	PA14_70730
PA5359		PA14_70740
PA5360	phoB	PA14_70750
PA5361	phoR	PA14_70760
PA5362		PA14_70770
PA5363		PA14_70780
PA5364		PA14_70790
PA5365	phoU	PA14_70800
PA5366	pstB	PA14_70810
PA5367	pstA	PA14_70830
PA5368	pstC	PA14_70850
PA5369	pstS	PA14_70860
PA5369.1		
PA5369.2		
PA5369.3		
PA5369.4		
PA5369.5		
PA5370		PA14_70920
PA5372	betA	PA14_70940
PA5373	betB	PA14_70950
PA5374	betI	PA14_70970
PA5375	betT1	PA14_70980
PA5376	cbcV	PA14_71000
PA5377	cbcW	PA14_71020
PA5378	cbcX	PA14_71030
PA5379	sdaB	PA14_71060
PA5380	gbdR	PA14_71070
PA5381		PA14_71080
PA5384	hocS	PA14_71110
PA5385	cdhB	PA14_71120
PA5386	cdhA	PA14_71140
PA5387	cdhC	PA14_71150
PA5388	caiX	PA14_71160
PA5389	cdhR	PA14_71170
PA5390		PA14_71180
PA5391		PA14_71190
PA5392		PA14_71200
PA5393		PA14_71210
PA5394	cls	PA14_71220
PA5395		PA14_71230
PA5396		PA14_71240
PA5397		PA14_71250
PA5398	dgcA	PA14_71260
PA5399	dgcB	PA14_71280
PA5400		PA14_71300
PA5401		PA14_71310
PA5402		PA14_71320
PA5403		PA14_71330
PA5404		PA14_71340
PA5405		PA14_71350
PA5406		PA14_71360
PA5407		PA14_71370
PA5408		PA14_71380
PA5409		PA14_71390
PA5410	gbcA	PA14_71410
PA5411	gbcB	PA14_71420
PA5412		PA14_71430
PA5413	ltaA	PA14_71440
PA5414		PA14_71450
PA5415	glyA1	PA14_71460
PA5416	soxB	PA14_71470
PA5417	soxD	PA14_71490
PA5418	soxA	PA14_71500
PA5419	soxG	PA14_71510
PA5420	purU2	PA14_71530
PA5421	fdhA	PA14_71560
PA5422		PA14_71570
PA5423		PA14_71580
PA5425	purK	PA14_71600
PA5426	purE	PA14_71620
PA5427	adhA	PA14_71630
PA5428		PA14_71640
PA5429	aspA	PA14_71650
PA5430		PA14_71670
PA5431		PA14_71680
PA5432		PA14_71690
PA5433		PA14_71700
PA5434	mtr	PA14_71710
PA5436		PA14_71740
PA5437		PA14_71750
PA5438		PA14_71780
PA5439		PA14_71800
PA5441		PA14_71840
PA5442		PA14_71850
PA5443	uvrD	PA14_71870 mutU pdeB rad recL
PA5444		PA14_71880
PA5446		PA14_71900
PA5447	wbpZ	PA14_71910
PA5448	wbpY	PA14_71920
PA5449	wbpX	PA14_71930
PA5450	wzt	PA14_71940
PA5451	wzm	PA14_71960
PA5452	wbpW	PA14_71970
PA5453	gmd	PA14_71990 gca lpsA
PA5454	rmd	PA14_72000
PA5455		PA14_72010
PA5456		PA14_72020
PA5457		PA14_72030
PA5458		PA14_72040
PA5459		PA14_72050
PA5460		PA14_72060
PA5461		PA14_72070
PA5462		PA14_72080
PA5463		PA14_72090
PA5464		PA14_72110
PA5465		PA14_72130
PA5466		PA14_72140
PA5467		PA14_72150
PA5468		PA14_72170
PA5469		PA14_72180
PA5471	armZ	PA14_72210
PA5471.1		
PA5472		PA14_72220
PA5474		PA14_72250
PA5475		PA14_72260
PA5476	citA	PA14_72280
PA5477		PA14_72300
PA5478		PA14_72320
PA5479	gltP	PA14_72340
PA5480		
PA5481		
PA5482		
PA5483	algB	PA14_72380
PA5484	kinB	
PA5485	ampDh2	
PA5487		PA14_72420
PA5488		PA14_72430
PA5489	dsbA	
PA5490	cc4	PA14_72460
PA5491		PA14_72470
PA5492.1	ersA	
PA5493	polA	PA14_72490
PA5494		PA14_72500
PA5495	thrB	
PA5496	nrdJb	
PA5497	nrdJa	PA14_72540
PA5498	znuA	PA14_72550
PA5499	zur	PA14_72560 np20
PA5500	znuC	PA14_72580 yebM
PA5501	znuB	yebI
PA5502		PA14_72600
PA5503		
PA5504		
PA5505		
PA5506		
PA5507		
PA5508	pauA7	PA14_72690
PA5509		
PA5510		
PA5511	mifR	PA14_72720
PA5512	mifS	PA14_72740
PA5513	poxA	PA14_72750
PA5514		PA14_72760
PA5515		PA14_72770
PA5516	pdxY	PA14_72780
PA5517		
PA5519		PA14_72810
PA5520		
PA5521		
PA5522	pauA6	PA14_72850
PA5523		PA14_72870
PA5524		
PA5525		
PA5526		
PA5527		
PA5528		PA14_72930
PA5529		
PA5530		
PA5531	tonB1	PA14_72970 tonB
PA5532		PA14_72980
PA5533		
PA5534		PA14_73000
PA5535		
PA5536	dksA2	
PA5537		PA14_73030
PA5538	amiA	
PA5539		PA14_73050
PA5540		
PA5541	pyrQ	pyrC2
PA5542		
PA5543		
PA5544		
PA5545		
PA5546		PA14_73140
PA5547		
PA5548		
PA5549	glmS	PA14_73170
PA5550	glmR	PA14_73190
PA5551		PA14_73200
PA5552	glmU	PA14_73220 gcaD
PA5553	atpC	PA14_73230 papG uncC
PA5554	atpD	PA14_73240 papB uncD
PA5555	atpG	papC uncG
PA5556	atpA	PA14_73260 papA uncA
PA5557	atpH	papE uncH
PA5558	atpF	papF uncF
PA5559	atpE	papH uncE
PA5560	atpB	papD uncB
PA5561	atpI	PA14_73320 uncI
PA5562	spoOJ	
PA5563	soj	PA14_73350
PA5564	gidB	PA14_73360
PA5565	gidA	
PA5566		PA14_73390
PA5569	rnpA	
PA5570	rpmH	
